epoch,train_ll,val_ll,train_s,val_s
634,-228.1093,-279.4651,1.23,0.04
635,-228.0167,-279.3800,1.23,0.05
636,-227.9693,-279.3508,1.24,0.04
637,-227.8581,-279.2601,1.24,0.04
638,-227.9078,-279.1992,1.24,0.04
639,-227.7438,-279.3084,1.24,0.04
640,-227.7632,-279.3267,1.24,0.04
641,-227.7089,-279.1471,1.24,0.04
642,-227.7975,-279.1023,1.24,0.04
643,-227.8497,-279.0569,1.24,0.04
644,-227.8957,-279.1692,1.24,0.04
645,-227.5965,-279.1118,1.23,0.04
646,-227.6589,-278.8855,1.23,0.04
647,-227.5785,-278.9993,1.24,0.04
648,-227.6199,-278.8617,1.23,0.04
649,-227.4299,-279.1163,1.24,0.04
650,-227.4177,-278.9061,1.23,0.04
651,-227.3296,-278.8929,1.24,0.04
652,-227.2467,-279.0899,1.24,0.04
653,-227.2968,-279.1243,1.24,0.05
654,-227.4638,-279.0261,1.24,0.04
655,-227.5083,-279.0312,1.23,0.04
656,-227.3383,-279.1265,1.23,0.05
657,-227.3825,-279.0504,1.24,0.05
658,-227.1219,-279.1505,1.24,0.04
659,-226.9728,-279.0825,1.24,0.04
660,-227.2238,-279.0392,1.24,0.04
661,-227.1991,-279.1653,1.23,0.04
662,-227.1005,-279.1574,1.23,0.04
663,-227.1814,-279.0985,1.24,0.05
664,-227.1569,-279.0445,1.24,0.04
665,-227.1468,-278.9241,1.23,0.04
666,-227.1812,-278.8323,1.23,0.04
667,-227.1187,-278.8454,1.25,0.04
668,-226.9744,-278.9666,1.23,0.04
669,-227.0758,-278.8757,1.24,0.04
670,-226.9555,-278.6538,1.23,0.04
671,-227.1394,-278.7699,1.24,0.04
672,-227.1830,-278.6944,1.24,0.04
673,-227.0164,-278.6846,1.24,0.04
674,-227.0176,-278.7127,1.24,0.04
675,-226.9945,-278.7485,1.24,0.04
676,-226.9941,-278.6505,1.24,0.05
677,-227.0145,-278.6053,1.26,0.04
678,-226.8835,-278.7184,1.24,0.04
679,-227.0023,-278.6001,1.23,0.04
680,-226.7499,-278.6277,1.25,0.04
681,-226.7016,-278.5584,1.24,0.04
682,-226.8203,-278.6673,1.25,0.05
683,-226.7963,-278.4979,1.24,0.04
684,-226.8036,-278.4795,1.24,0.04
685,-226.8035,-278.6900,1.25,0.05
686,-226.6740,-278.5797,1.23,0.04
687,-226.4644,-278.5591,1.24,0.04
688,-226.5894,-278.4955,1.24,0.05
689,-226.5654,-278.6728,1.24,0.04
690,-226.4891,-278.6478,1.24,0.05
691,-226.4825,-278.5259,1.24,0.04
692,-226.3915,-278.5655,1.24,0.05
693,-226.4774,-278.5272,1.24,0.04
694,-226.6156,-278.3604,1.24,0.04
695,-226.5173,-278.3410,1.24,0.04
696,-226.3948,-278.4667,1.25,0.04
697,-226.2582,-278.3112,1.23,0.04
698,-226.3486,-278.2576,1.25,0.04
699,-226.0675,-278.3010,1.26,0.04
700,-226.1638,-278.2545,1.24,0.04
701,-225.9431,-278.1815,1.24,0.04
702,-225.9632,-278.0335,1.25,0.04
703,-226.2484,-278.2390,1.24,0.04
704,-226.1763,-278.2414,1.23,0.04
705,-226.0242,-278.2155,1.23,0.04
706,-226.2239,-278.1355,1.23,0.04
707,-226.2375,-278.0585,1.23,0.04
708,-225.8719,-277.8932,1.24,0.05
709,-225.7503,-278.1230,1.24,0.05
710,-225.8575,-278.0923,1.24,0.04
711,-225.7924,-277.8166,1.23,0.04
712,-225.9429,-277.8596,1.24,0.04
713,-226.0570,-277.7868,1.24,0.04
714,-225.6046,-277.9091,1.25,0.05
715,-225.6320,-277.8162,1.23,0.04
716,-225.5574,-277.8603,1.25,0.04
717,-225.8019,-277.9449,1.24,0.04
718,-225.5449,-277.8802,1.24,0.04
719,-225.7143,-277.7688,1.24,0.04
720,-225.7808,-277.9377,1.24,0.04
721,-225.7098,-277.8239,1.24,0.04
722,-225.7188,-277.7728,1.24,0.04
723,-225.6218,-277.7684,1.24,0.04
724,-225.5990,-277.9066,1.25,0.04
725,-225.6288,-277.7205,1.24,0.04
726,-225.5688,-277.8337,1.24,0.04
727,-225.3767,-277.7516,1.23,0.04
728,-225.4418,-277.6821,1.23,0.04
729,-225.3662,-277.6361,1.25,0.04
730,-225.3052,-277.5807,1.24,0.04
731,-225.2917,-277.6989,1.23,0.04
732,-225.3418,-277.7470,1.23,0.04
733,-225.2954,-277.6568,1.23,0.04
734,-225.2661,-277.4516,1.23,0.04
735,-225.3480,-277.8370,1.24,0.04
736,-225.4220,-277.5163,1.23,0.05
737,-225.2147,-277.5426,1.24,0.05
738,-225.2133,-277.1812,1.23,0.04
739,-225.1109,-277.3144,1.24,0.04
740,-225.1353,-277.3296,1.23,0.04
741,-225.1204,-277.3816,1.23,0.04
742,-225.0753,-277.1869,1.23,0.04
743,-225.0273,-277.2673,1.24,0.04
744,-224.7617,-277.2608,1.24,0.04
745,-225.0842,-277.1240,1.24,0.04
746,-224.8768,-277.0672,1.25,0.04
747,-224.7000,-277.3273,1.25,0.04
748,-224.9145,-276.9474,1.24,0.04
749,-225.1390,-277.2481,1.25,0.04
750,-224.7929,-277.3537,1.24,0.04
751,-224.7283,-277.2536,1.24,0.05
752,-224.6950,-277.3335,1.24,0.04
753,-224.8599,-277.4203,1.24,0.04
754,-224.8492,-277.3250,1.24,0.04
755,-224.7187,-277.1199,1.24,0.04
756,-224.8519,-277.2951,1.24,0.04
757,-224.5713,-277.2426,1.23,0.04
758,-224.7509,-277.1703,1.24,0.04
759,-224.6842,-277.2419,1.24,0.04
760,-224.6401,-277.0790,1.24,0.04
761,-224.8086,-277.1453,1.23,0.04
762,-224.6086,-277.2123,1.24,0.04
763,-224.6690,-277.2131,1.24,0.04
764,-224.5339,-277.0708,1.24,0.04
765,-224.6318,-277.2545,1.24,0.04
766,-224.6425,-277.0223,1.23,0.05
767,-224.5277,-277.1164,1.24,0.04
768,-224.6163,-277.0334,1.23,0.04
769,-224.5460,-276.7741,1.23,0.04
770,-224.6453,-276.8208,1.24,0.05
771,-224.4417,-276.9492,1.24,0.04
772,-224.5259,-276.8584,1.23,0.04
773,-224.4827,-276.8427,1.23,0.04
774,-224.3958,-276.8214,1.25,0.04
775,-224.3517,-276.7391,1.24,0.04
776,-224.5797,-276.8526,1.26,0.04
777,-224.4411,-276.9230,1.24,0.04
778,-224.4090,-276.9632,1.24,0.04
779,-224.3340,-276.9262,1.25,0.04
780,-224.5751,-276.8340,1.25,0.05
781,-224.3572,-276.7604,1.25,0.04
782,-224.2601,-276.8279,1.25,0.04
783,-224.3584,-276.8755,1.25,0.04
784,-224.1341,-276.7910,1.24,0.04
785,-224.2608,-276.9241,1.25,0.05
786,-224.4525,-276.8992,1.25,0.04
787,-224.3807,-276.8556,1.25,0.04
788,-224.2130,-276.8168,1.25,0.05
789,-224.3195,-276.7729,1.25,0.04
790,-224.4263,-276.8333,1.25,0.04
791,-224.2969,-276.8100,1.25,0.04
792,-224.3482,-276.8221,1.24,0.05
793,-224.2240,-276.7990,1.25,0.05
794,-224.2302,-276.7746,1.25,0.04
795,-224.4477,-277.0660,1.25,0.05
796,-224.4538,-276.7633,1.25,0.05
797,-224.2511,-276.7859,1.25,0.04
798,-224.0486,-276.7984,1.25,0.04
799,-224.1888,-276.8967,1.25,0.04
800,-224.2779,-276.7109,1.25,0.05
801,-224.2959,-276.7811,1.26,0.04
802,-224.3491,-276.7252,1.24,0.04
803,-224.1109,-276.7423,1.24,0.04
804,-224.3629,-276.8571,1.24,0.05
805,-224.2282,-276.8058,1.24,0.04
806,-224.2274,-276.8361,1.24,0.04
807,-224.2867,-276.8798,1.25,0.04
808,-224.0724,-276.8092,1.24,0.05
809,-224.0618,-276.6911,1.25,0.04
810,-224.2119,-276.6756,1.25,0.04
811,-224.0787,-276.7511,1.25,0.04
812,-224.0445,-276.6687,1.25,0.04
813,-224.0479,-276.6277,1.24,0.04
814,-224.1047,-276.7143,1.24,0.04
815,-224.1781,-276.5459,1.24,0.04
816,-224.0210,-276.4343,1.24,0.04
817,-223.9731,-276.5482,1.24,0.04
818,-223.8840,-276.5360,1.24,0.04
819,-223.8961,-276.4829,1.24,0.04
820,-223.8811,-276.5260,1.24,0.04
821,-224.1218,-276.4357,1.24,0.04
822,-223.9444,-276.3745,1.24,0.04
823,-223.8004,-276.3996,1.25,0.04
824,-224.0309,-276.6787,1.24,0.04
825,-223.8691,-276.4500,1.24,0.04
826,-223.8278,-276.4699,1.24,0.04
827,-223.8675,-276.5038,1.24,0.04
828,-223.8698,-276.3584,1.24,0.04
829,-223.8635,-276.4500,1.24,0.04
830,-223.7404,-276.4440,1.24,0.04
831,-223.5547,-276.5155,1.23,0.04
832,-223.5458,-276.6034,1.24,0.04
833,-223.5950,-276.3310,1.24,0.04
834,-223.5485,-276.5046,1.24,0.04
835,-223.8359,-276.4562,1.23,0.04
836,-223.6244,-276.5726,1.24,0.04
837,-223.7485,-276.4590,1.23,0.04
838,-223.5960,-276.3887,1.23,0.04
839,-223.5135,-276.2762,1.23,0.04
840,-223.4091,-276.3769,1.23,0.04
841,-223.5695,-276.1857,1.23,0.04
842,-223.2443,-276.2775,1.24,0.04
843,-223.5738,-276.3587,1.23,0.04
844,-223.4209,-276.3997,1.23,0.04
845,-223.2117,-276.3174,1.23,0.05
846,-223.3704,-276.2816,1.24,0.04
847,-223.3538,-276.2156,1.24,0.05
848,-223.5344,-276.1450,1.23,0.04
849,-223.2187,-276.2579,1.24,0.04
850,-223.2656,-276.1150,1.23,0.04
851,-223.5130,-276.1796,1.24,0.05
852,-223.4509,-276.0012,1.24,0.04
853,-223.2753,-276.1218,1.24,0.04
854,-223.5859,-276.2790,1.23,0.04
855,-223.2839,-276.2395,1.24,0.04
856,-223.2605,-276.1656,1.24,0.04
857,-223.1352,-276.0758,1.24,0.04
858,-223.2272,-276.2074,1.24,0.05
859,-223.2023,-276.2116,1.24,0.04
860,-223.2121,-276.1934,1.24,0.04
861,-223.1205,-276.0305,1.24,0.04
862,-223.1561,-276.1027,1.24,0.04
863,-223.2709,-276.1050,1.24,0.04
864,-223.1155,-276.1940,1.24,0.04
865,-223.2321,-276.0058,1.24,0.04
866,-223.0282,-276.2299,1.24,0.04
867,-223.3002,-276.0153,1.24,0.04
868,-223.3893,-276.1032,1.24,0.04
869,-223.1474,-276.1769,1.24,0.05
870,-223.1077,-276.2265,1.24,0.04
871,-222.9780,-275.9762,1.24,0.04
872,-223.1979,-275.9937,1.25,0.04
873,-223.0100,-276.0003,1.24,0.05
874,-223.1658,-276.0668,1.24,0.05
875,-223.2537,-275.9229,1.23,0.04
876,-223.1460,-275.9998,1.24,0.05
877,-222.8784,-275.9763,1.23,0.04
878,-223.2036,-276.2154,1.23,0.04
879,-222.9965,-276.0366,1.23,0.05
880,-223.1805,-275.9448,1.24,0.05
881,-223.2131,-276.0930,1.24,0.04
882,-223.0056,-276.1225,1.24,0.04
883,-222.9985,-276.0190,1.24,0.04
884,-222.9852,-275.8797,1.24,0.05
885,-222.8698,-276.0605,1.25,0.04
886,-222.9947,-275.8609,1.24,0.04
887,-223.0612,-275.8770,1.25,0.04
888,-223.1322,-275.9874,1.24,0.04
889,-222.9827,-275.8715,1.24,0.04
890,-222.9062,-276.0176,1.24,0.04
891,-222.7922,-276.0570,1.24,0.04
892,-222.6965,-276.0799,1.23,0.04
893,-222.9657,-275.8122,1.24,0.05
894,-222.8735,-276.0695,1.24,0.05
895,-222.6879,-275.8089,1.23,0.05
896,-222.7124,-275.9205,1.25,0.04
897,-222.7318,-275.7803,1.24,0.04
898,-222.6718,-275.9161,1.24,0.04
899,-222.4541,-275.9861,1.24,0.05
900,-222.6428,-275.7279,1.24,0.05
901,-222.6035,-275.8591,1.25,0.05
902,-222.7817,-275.7189,1.23,0.04
903,-222.6880,-275.5581,1.25,0.04
904,-222.5322,-275.7664,1.24,0.05
905,-222.4484,-275.7424,1.23,0.04
906,-222.3785,-275.7109,1.24,0.04
907,-222.4349,-275.7071,1.24,0.04
908,-222.3079,-275.5986,1.23,0.04
909,-222.4749,-275.7422,1.23,0.04
910,-222.4954,-275.4209,1.23,0.04
911,-222.6576,-275.7625,1.24,0.05
912,-222.4545,-275.6077,1.24,0.04
913,-222.3989,-275.6770,1.24,0.04
914,-222.4631,-275.4792,1.23,0.04
915,-222.6282,-275.5988,1.24,0.04
916,-222.3422,-275.5726,1.23,0.04
917,-222.3839,-275.3817,1.23,0.04
918,-222.4086,-275.5988,1.24,0.04
919,-222.1179,-275.6204,1.24,0.04
920,-222.0834,-275.3649,1.24,0.04
921,-222.1061,-275.6056,1.24,0.04
922,-222.1591,-275.4601,1.23,0.04
923,-222.1032,-275.7068,1.23,0.04
924,-222.1603,-275.6002,1.24,0.04
925,-222.1292,-275.4971,1.25,0.04
926,-222.3692,-275.3730,1.24,0.04
927,-222.1556,-275.5448,1.25,0.04
928,-222.0419,-275.4392,1.24,0.04
929,-222.1733,-275.5728,1.25,0.04
930,-222.0985,-275.4032,1.25,0.04
931,-222.2676,-275.4374,1.24,0.04
932,-222.0118,-275.3125,1.25,0.04
933,-222.0177,-275.3738,1.25,0.04
934,-221.8518,-275.4500,1.24,0.05
935,-221.8491,-275.3884,1.24,0.04
936,-221.9842,-275.5721,1.24,0.04
937,-221.9514,-275.3347,1.24,0.04
938,-221.9182,-275.3315,1.24,0.04
939,-221.8446,-275.3439,1.24,0.05
940,-221.7651,-275.0969,1.25,0.05
941,-221.9533,-275.1759,1.25,0.05
942,-221.9419,-275.4296,1.24,0.04
943,-221.7944,-275.2020,1.24,0.04
944,-221.7151,-275.1568,1.25,0.05
945,-221.7529,-275.2262,1.25,0.04
946,-221.8620,-274.9920,1.25,0.04
947,-221.7087,-275.1708,1.25,0.04
948,-221.6778,-275.2553,1.24,0.05
949,-221.7274,-274.9758,1.24,0.04
950,-221.6086,-275.1245,1.24,0.04
951,-221.8117,-275.0336,1.24,0.04
952,-221.4628,-275.0395,1.24,0.04
953,-221.3958,-275.1806,1.24,0.04
954,-221.5362,-275.0112,1.24,0.04
955,-221.4500,-274.9446,1.24,0.05
956,-221.4332,-274.8046,1.25,0.04
957,-221.4910,-274.9501,1.25,0.04
958,-221.5240,-274.8092,1.24,0.04
959,-221.5968,-275.0556,1.25,0.04
960,-221.4872,-274.9260,1.24,0.04
961,-221.3750,-275.0019,1.24,0.04
962,-221.5625,-274.9046,1.24,0.04
963,-221.4046,-274.8313,1.24,0.04
964,-221.4865,-274.9565,1.24,0.04
965,-221.2759,-275.0016,1.24,0.04
966,-221.2013,-274.9623,1.24,0.04
967,-221.2897,-274.8573,1.24,0.04
968,-221.6108,-274.8052,1.24,0.04
969,-221.2905,-274.9875,1.24,0.04
970,-221.4139,-274.8217,1.24,0.05
971,-221.1713,-274.7674,1.24,0.04
972,-221.3941,-274.9973,1.25,0.04
973,-221.1997,-274.6968,1.25,0.04
974,-221.2974,-274.8720,1.24,0.04
975,-221.3239,-275.0116,1.24,0.04
976,-221.3015,-275.0886,1.24,0.04
977,-221.2238,-274.9097,1.24,0.04
978,-221.0828,-274.8316,1.24,0.04
979,-221.1084,-275.0088,1.24,0.04
980,-221.3236,-274.7573,1.24,0.04
981,-221.2964,-275.0514,1.24,0.04
982,-221.1001,-274.9895,1.24,0.04
983,-221.0541,-274.7749,1.24,0.04
984,-221.0866,-274.9497,1.24,0.04
985,-221.2162,-275.1173,1.24,0.04
986,-221.0107,-275.0024,1.25,0.04
987,-221.1556,-275.0713,1.25,0.04
988,-221.2280,-275.0555,1.24,0.04
989,-221.1113,-274.9750,1.24,0.04
990,-221.1362,-274.7477,1.25,0.04
991,-221.0153,-274.9646,1.25,0.04
992,-221.0458,-274.8749,1.25,0.04
993,-221.1707,-274.9803,1.24,0.04
994,-220.9982,-274.9006,1.25,0.05
995,-221.1468,-275.0174,1.25,0.04
996,-220.9539,-275.0375,1.25,0.04
997,-221.2569,-275.0222,1.25,0.04
998,-221.1136,-274.8956,1.25,0.04
999,-221.0517,-274.8474,1.25,0.04
1000,-221.0587,-275.1362,1.25,0.04
1001,-221.1625,-274.9838,1.25,0.04
1002,-221.1066,-274.7854,1.25,0.04
1003,-220.9968,-274.9565,1.25,0.04
1004,-221.0535,-274.9524,1.25,0.04
1005,-221.0878,-274.8844,1.25,0.04
1006,-221.1015,-274.7351,1.25,0.05
1007,-221.1578,-274.7589,1.26,0.04
1008,-221.0257,-274.7388,1.25,0.04
1009,-220.9217,-274.8389,1.48,0.04
1010,-221.2129,-274.7138,1.25,0.04
1011,-220.8346,-275.0286,1.25,0.04
1012,-221.0009,-274.8945,1.26,0.05
1013,-220.9999,-274.8512,1.26,0.05
1014,-221.1380,-274.8557,1.25,0.05
1015,-220.9339,-274.8838,1.25,0.04
1016,-220.9141,-274.7075,1.25,0.05
1017,-221.0826,-274.5592,1.25,0.05
1018,-220.8074,-274.6990,1.25,0.04
1019,-220.6982,-274.7784,1.25,0.05
1020,-220.7699,-274.7717,1.25,0.05
1021,-220.8813,-274.6029,1.25,0.05
1022,-220.8040,-274.7567,1.26,0.05
1023,-220.8354,-274.5242,1.25,0.05
1024,-221.0381,-274.6061,1.25,0.04
1025,-220.8587,-274.6945,1.25,0.04
1026,-220.8220,-274.6079,1.25,0.04
1027,-220.7720,-274.5706,1.25,0.04
1028,-220.6716,-274.8116,1.25,0.04
1029,-220.7070,-274.7267,1.26,0.04
1030,-221.0683,-274.7816,1.26,0.04
1031,-220.7603,-274.6543,1.26,0.05
1032,-220.7628,-274.8934,1.24,0.04
1033,-220.6422,-274.8036,1.24,0.04
1034,-220.6604,-274.6615,1.25,0.04
1035,-220.6797,-274.9118,1.24,0.04
1036,-220.7087,-274.6672,1.24,0.04
1037,-220.6283,-274.7840,1.25,0.04
1038,-220.6894,-274.7630,1.26,0.04
1039,-220.6241,-274.7095,1.25,0.05
1040,-220.6956,-274.5255,1.25,0.04
1041,-220.8251,-274.5277,1.25,0.05
1042,-220.7434,-274.5622,1.25,0.05
1043,-220.7671,-274.6170,1.26,0.04
1044,-220.7673,-274.5908,1.25,0.04
1045,-220.7836,-274.5511,1.25,0.04
1046,-220.6723,-274.6370,1.25,0.04
1047,-220.5368,-274.6268,1.25,0.05
1048,-220.5989,-274.6748,1.25,0.04
1049,-220.7359,-274.4884,1.26,0.05
1050,-220.5539,-274.6387,1.26,0.04
1051,-220.4815,-274.5715,1.25,0.04
1052,-220.7473,-274.6592,1.25,0.04
1053,-220.8241,-274.7122,1.25,0.04
1054,-220.4405,-274.6431,1.25,0.04
1055,-220.5775,-274.6657,1.25,0.04
1056,-220.6031,-274.6087,1.25,0.04
1057,-220.3979,-274.5002,1.25,0.05
1058,-220.5693,-274.6645,1.25,0.05
1059,-220.5172,-274.6521,1.26,0.04
1060,-220.5191,-274.4126,1.26,0.05
1061,-220.5443,-274.5414,1.25,0.05
1062,-220.4750,-274.3571,1.25,0.04
1063,-220.6604,-274.5386,1.24,0.04
1064,-220.5013,-274.4576,1.24,0.04
1065,-220.2992,-274.5127,1.24,0.04
1066,-220.5033,-274.6749,1.24,0.04
1067,-220.4798,-274.4035,1.24,0.04
1068,-220.2894,-274.5286,1.24,0.04
1069,-220.4191,-274.4500,1.24,0.04
1070,-220.4151,-274.3558,1.24,0.05
1071,-220.5537,-274.4364,1.25,0.04
1072,-220.4324,-274.4505,1.25,0.05
1073,-220.3041,-274.4678,1.25,0.04
1074,-220.5511,-274.4213,1.25,0.04
1075,-220.1655,-274.4293,1.25,0.04
1076,-220.5294,-274.3261,1.25,0.04
1077,-220.5444,-274.3958,1.24,0.04
1078,-220.4728,-274.4465,1.25,0.04
1079,-220.4416,-274.3183,1.25,0.05
1080,-220.2906,-274.3317,1.25,0.04
1081,-220.4486,-274.3399,1.24,0.04
1082,-220.4080,-274.3618,1.24,0.04
1083,-220.3384,-274.2993,1.24,0.04
1084,-220.5912,-274.4070,1.24,0.04
1085,-220.4510,-274.4234,1.24,0.04
1086,-220.4430,-274.3685,1.24,0.04
1087,-220.5871,-274.3327,1.24,0.04
1088,-220.3825,-274.4086,1.24,0.04
1089,-220.4127,-274.4655,1.24,0.04
1090,-220.2517,-274.3567,1.24,0.04
1091,-220.3450,-274.3462,1.24,0.04
1092,-220.3032,-274.3709,1.24,0.04
1093,-220.4052,-274.3985,1.24,0.04
1094,-220.2786,-274.3309,1.24,0.04
1095,-220.3710,-274.4334,1.24,0.04
1096,-220.3849,-274.3906,1.24,0.04
1097,-220.4042,-274.4348,1.25,0.04
1098,-220.0641,-274.3682,1.25,0.04
1099,-220.3880,-274.4121,1.24,0.04
1100,-220.3595,-274.4752,1.48,0.05
1101,-220.1966,-274.3998,1.24,0.04
1102,-220.1054,-274.4042,1.25,0.05
1103,-220.1002,-274.4286,1.25,0.04
1104,-220.2533,-274.4310,1.24,0.04
1105,-220.0864,-274.4278,1.25,0.05
1106,-220.2828,-274.3549,1.25,0.04
1107,-220.1602,-274.3679,1.24,0.05
1108,-219.9153,-274.3448,1.25,0.05
1109,-220.1613,-274.4026,1.25,0.04
1110,-220.1948,-274.3603,1.25,0.05
1111,-220.0490,-274.4251,1.25,0.05
1112,-219.9594,-274.3390,1.25,0.05
1113,-220.3395,-274.3629,1.25,0.05
1114,-220.1624,-274.3423,1.25,0.04
1115,-220.2478,-274.4099,1.25,0.05
1116,-220.2441,-274.4799,1.25,0.04
1117,-220.1325,-274.4011,1.25,0.05
1118,-219.9923,-274.4694,1.25,0.04
1119,-220.4409,-274.4438,1.26,0.05
1120,-220.3211,-274.2843,1.26,0.05
1121,-220.1166,-274.3715,1.26,0.04
1122,-220.0564,-274.4301,1.25,0.04
1123,-220.2721,-274.2678,1.25,0.04
1124,-219.9782,-274.4274,1.25,0.04
1125,-220.2462,-274.3515,1.24,0.04
1126,-220.0091,-274.2126,1.24,0.04
1127,-220.0451,-274.3562,1.47,0.04
1128,-220.2586,-274.3046,1.24,0.04
1129,-219.9509,-274.3300,1.23,0.04
1130,-219.9840,-274.6345,1.23,0.04
1131,-219.8378,-274.1544,1.23,0.04
1132,-219.9011,-274.1820,1.25,0.04
1133,-219.9346,-274.1813,1.25,0.04
1134,-219.8041,-274.2317,1.24,0.04
1135,-219.9915,-274.1271,1.24,0.04
1136,-219.9295,-274.2014,1.24,0.04
1137,-219.8299,-274.1785,1.24,0.05
1138,-220.0486,-274.1208,1.24,0.05
1139,-219.9287,-274.0025,1.32,0.05
1140,-219.9085,-274.1051,1.24,0.04
1141,-220.1679,-274.1174,1.25,0.04
1142,-219.9193,-274.1332,1.23,0.04
1143,-219.9239,-274.1440,1.24,0.04
1144,-219.8726,-274.1172,1.23,0.04
1145,-219.9447,-274.1196,1.23,0.04
1146,-219.5785,-274.1633,1.23,0.04
1147,-219.8851,-274.1200,1.23,0.04
1148,-219.8040,-274.2228,1.24,0.04
1149,-219.9862,-274.2314,1.23,0.04
1150,-219.8164,-274.0662,1.24,0.04
1151,-219.9289,-274.3139,1.23,0.04
1152,-219.6628,-274.1249,1.25,0.04
1153,-219.7381,-274.1469,1.24,0.04
1154,-219.9143,-274.1490,1.24,0.04
1155,-219.8548,-274.1347,1.24,0.04
1156,-219.8786,-274.1775,1.23,0.05
1157,-219.7408,-274.0529,1.24,0.04
1158,-219.8935,-274.1003,1.24,0.04
1159,-219.6403,-274.0875,1.25,0.04
1160,-219.8657,-274.1024,1.23,0.04
1161,-219.7792,-274.2144,1.24,0.04
1162,-219.7303,-274.1979,1.24,0.04
1163,-219.4248,-274.0618,1.24,0.04
1164,-219.6015,-274.0159,1.24,0.04
1165,-220.1169,-274.0239,1.23,0.04
1166,-219.5814,-274.3318,1.24,0.04
1167,-219.7753,-274.1098,1.24,0.04
1168,-219.8393,-274.2663,1.24,0.05
1169,-219.5960,-274.1249,1.24,0.04
1170,-219.6830,-274.1588,1.24,0.04
1171,-219.5335,-274.1433,1.25,0.04
1172,-219.3809,-274.1708,1.25,0.04
1173,-219.6190,-274.1640,1.24,0.04
1174,-219.7250,-274.3284,1.24,0.04
1175,-219.7641,-274.1832,1.24,0.04
1176,-219.7124,-274.2238,1.25,0.04
1177,-219.7206,-274.1901,1.25,0.04
1178,-219.5153,-274.0886,1.25,0.04
1179,-219.4625,-273.9971,1.25,0.04
1180,-219.3522,-274.1057,1.25,0.04
1181,-219.4514,-273.9990,1.24,0.04
1182,-219.5472,-274.1011,1.24,0.04
1183,-219.4595,-274.0294,1.24,0.04
1184,-219.5661,-273.9558,1.24,0.04
1185,-219.5271,-274.0374,1.26,0.04
1186,-219.5193,-274.0682,1.24,0.05
1187,-219.4432,-274.0307,1.25,0.04
1188,-219.2731,-274.0372,1.25,0.05
1189,-219.3005,-274.0725,1.25,0.28
1190,-219.6047,-274.2027,1.23,0.04
1191,-219.4175,-273.9110,1.23,0.04
1192,-219.5076,-273.9263,1.26,0.04
1193,-219.3930,-273.9238,1.24,0.04
1194,-219.5081,-274.0462,1.24,0.04
1195,-219.3595,-273.8575,1.24,0.04
1196,-219.1312,-273.9094,1.25,0.04
1197,-219.2348,-273.8015,1.24,0.04
1198,-219.1159,-273.8074,1.24,0.04
1199,-219.2927,-273.7651,1.23,0.04
1200,-219.3591,-273.7740,1.25,0.04
1201,-219.1369,-273.8596,1.24,0.04
1202,-219.2404,-273.9411,1.24,0.04
1203,-219.1949,-273.7793,1.24,0.04
1204,-219.2662,-273.6880,1.24,0.04
1205,-219.2102,-273.8113,1.24,0.04
1206,-219.1369,-273.8048,1.23,0.04
1207,-219.2584,-273.7105,1.23,0.04
1208,-219.1151,-273.6761,1.23,0.04
1209,-218.9594,-273.6787,1.25,0.04
1210,-219.1272,-273.7605,1.24,0.04
1211,-219.2294,-273.7428,1.24,0.04
1212,-219.1826,-273.6535,1.24,0.04
1213,-219.0970,-273.6267,1.25,0.04
1214,-219.3347,-273.8887,1.25,0.04
1215,-219.0600,-273.7472,1.23,0.04
1216,-219.0966,-273.7873,1.23,0.04
1217,-219.1319,-273.7433,1.23,0.04
1218,-218.9560,-273.6321,1.23,0.04
1219,-218.8123,-273.6816,1.24,0.04
1220,-218.9881,-273.7145,1.24,0.04
1221,-218.9644,-273.6998,1.24,0.04
1222,-219.0325,-273.6217,1.24,0.04
1223,-219.0028,-273.6961,1.23,0.04
1224,-218.9102,-273.6441,1.23,0.04
1225,-218.9863,-273.6881,1.23,0.04
1226,-219.1839,-273.5622,1.24,0.04
1227,-218.9957,-273.5511,1.24,0.04
1228,-219.0594,-273.5565,1.23,0.04
1229,-218.7751,-273.6259,1.24,0.05
1230,-218.9215,-273.5397,1.24,0.04
1231,-218.9880,-273.5838,1.24,0.04
1232,-218.8575,-273.6766,1.23,0.04
1233,-219.0148,-273.5969,1.24,0.04
1234,-218.9846,-273.6498,1.23,0.04
1235,-219.0095,-273.5688,1.24,0.04
1236,-219.0594,-273.6566,1.24,0.04
1237,-218.9050,-273.6825,1.23,0.04
1238,-218.8795,-273.5785,1.24,0.04
1239,-218.9432,-273.6209,1.23,0.04
1240,-218.8994,-273.6327,1.24,0.04
1241,-218.7372,-273.6783,1.24,0.05
1242,-218.7928,-273.5625,1.23,0.04
1243,-218.7987,-273.4864,1.23,0.04
1244,-218.7733,-273.5996,1.25,0.04
1245,-218.7463,-273.5627,1.23,0.04
1246,-218.8845,-273.4617,1.23,0.04
1247,-218.8608,-273.5635,1.24,0.04
1248,-218.6987,-273.7318,1.24,0.04
1249,-218.8116,-273.7703,1.24,0.04
1250,-218.8377,-273.5563,1.24,0.04
1251,-218.5345,-273.9211,1.24,0.04
1252,-218.7186,-273.8123,1.24,0.04
1253,-218.4622,-273.7917,1.24,0.04
1254,-218.6162,-273.7642,1.24,0.04
1255,-218.7117,-273.7204,1.24,0.04
1256,-218.8442,-273.7274,1.24,0.04
