epoch,train_ll,val_ll,train_s,val_s
1257,-218.7083,-273.7899,1.24,0.04
1258,-218.6119,-273.6108,1.24,0.04
1259,-218.8994,-273.6544,1.24,0.04
1260,-218.6431,-273.4633,1.24,0.04
1261,-218.8382,-273.6038,1.24,0.04
1262,-218.6806,-273.6724,1.25,0.04
1263,-218.4522,-273.4449,1.24,0.04
1264,-218.6543,-273.5151,1.26,0.04
1265,-218.6875,-273.5492,1.24,0.04
1266,-218.6210,-273.6116,1.25,0.05
1267,-218.5399,-273.7178,1.24,0.04
1268,-218.5464,-273.7062,1.25,0.04
1269,-218.8024,-273.5859,1.24,0.04
1270,-218.5208,-273.6381,1.25,0.04
1271,-218.5981,-273.5915,1.24,0.04
1272,-218.7627,-273.4788,1.25,0.04
1273,-218.4472,-273.6020,1.24,0.04
1274,-218.6588,-273.7181,1.25,0.04
1275,-218.3687,-273.5272,1.24,0.04
1276,-218.3849,-273.4884,1.24,0.04
1277,-218.3257,-273.4013,1.25,0.04
1278,-218.2759,-273.4134,1.25,0.04
1279,-218.1069,-273.4243,1.24,0.04
1280,-218.2087,-273.4537,1.23,0.04
1281,-218.2058,-273.4949,1.24,0.04
1282,-218.3084,-273.4998,1.24,0.04
1283,-218.1665,-273.4378,1.24,0.04
1284,-218.3124,-273.4023,1.24,0.04
1285,-218.2993,-273.3921,1.23,0.04
1286,-218.2873,-273.3283,1.25,0.04
1287,-218.2594,-273.3356,1.25,0.04
1288,-218.1962,-273.3414,1.24,0.05
1289,-218.3964,-273.4112,1.24,0.04
1290,-218.1283,-273.3710,1.24,0.04
1291,-218.1910,-273.4323,1.24,0.04
1292,-218.1392,-273.4429,1.24,0.04
1293,-218.1010,-273.5312,1.25,0.04
1294,-218.1084,-273.3621,1.24,0.04
1295,-218.0782,-273.3889,1.24,0.04
1296,-218.1314,-273.4554,1.24,0.04
1297,-218.1351,-273.6489,1.24,0.04
1298,-218.0683,-273.4478,1.25,0.04
1299,-218.1703,-273.5305,1.24,0.04
1300,-218.1521,-273.4234,1.24,0.04
1301,-218.1773,-273.7919,1.25,0.04
1302,-218.2278,-273.6033,1.25,0.04
1303,-218.0776,-273.2789,1.25,0.04
1304,-218.0734,-273.4740,1.25,0.04
1305,-218.0144,-273.4454,1.25,0.04
1306,-217.9841,-273.3014,1.24,0.04
1307,-217.9065,-273.5675,1.25,0.04
1308,-217.8959,-273.3671,1.24,0.04
1309,-217.9217,-273.6392,1.24,0.04
1310,-218.1421,-273.5992,1.25,0.04
1311,-218.0616,-273.3861,1.25,0.04
1312,-217.8845,-273.3891,1.25,0.04
1313,-217.9871,-273.4100,1.24,0.04
1314,-217.9925,-273.4225,1.25,0.04
1315,-217.8486,-273.2355,1.24,0.04
1316,-217.9533,-273.2280,1.25,0.05
1317,-218.0305,-273.3184,1.25,0.04
1318,-217.8285,-273.3577,1.24,0.04
1319,-217.9935,-273.4815,1.24,0.04
1320,-217.7689,-273.4186,1.24,0.04
1321,-217.9466,-273.3201,1.24,0.04
1322,-217.8188,-273.2150,1.24,0.04
1323,-217.9070,-273.3232,1.25,0.04
1324,-217.7419,-273.3446,1.24,0.04
1325,-217.8406,-273.3572,1.24,0.04
1326,-217.8253,-273.4051,1.24,0.04
1327,-217.7476,-273.3307,1.24,0.04
1328,-217.6005,-273.1738,1.24,0.04
1329,-217.6918,-273.2752,1.24,0.04
1330,-217.7601,-273.3288,1.23,0.04
1331,-217.7864,-273.2014,1.23,0.04
1332,-217.5912,-273.2620,1.23,0.04
1333,-217.4559,-273.0339,1.24,0.04
1334,-217.6351,-273.0782,1.24,0.04
1335,-217.6417,-273.0993,1.23,0.04
1336,-217.5318,-273.1367,1.23,0.04
1337,-217.6045,-273.1038,1.23,0.04
1338,-217.4027,-273.3036,1.23,0.04
1339,-217.5798,-273.1804,1.23,0.04
1340,-217.3054,-273.2022,1.24,0.04
1341,-217.5380,-273.0420,1.23,0.04
1342,-217.4387,-272.9606,1.24,0.04
1343,-217.3877,-273.0193,1.25,0.04
1344,-217.3362,-273.0119,1.25,0.04
1345,-217.4444,-273.0689,1.24,0.04
1346,-217.3254,-273.0855,1.25,0.04
1347,-217.2594,-273.1235,1.24,0.05
1348,-217.3994,-273.1980,1.25,0.04
1349,-217.2358,-272.8536,1.25,0.04
1350,-217.2202,-272.9834,1.24,0.04
1351,-217.3563,-272.9252,1.24,0.04
1352,-217.4736,-272.9390,1.24,0.04
1353,-217.3944,-273.0029,1.24,0.05
1354,-217.2804,-272.8617,1.23,0.04
1355,-217.2054,-273.1668,1.23,0.27
1356,-217.3632,-272.8568,1.24,0.04
1357,-217.3949,-272.8190,1.23,0.04
1358,-217.3253,-273.0057,1.25,0.04
1359,-217.1755,-272.9956,1.24,0.04
1360,-217.2506,-273.2402,1.24,0.04
1361,-217.2567,-273.1288,1.24,0.04
1362,-217.2254,-273.0321,1.24,0.04
1363,-217.3228,-272.9469,1.24,0.04
1364,-216.9480,-272.9678,1.24,0.04
1365,-217.1515,-273.0033,1.24,0.04
1366,-217.2101,-272.8631,1.24,0.04
1367,-216.8142,-272.9357,1.24,0.04
1368,-216.9152,-272.8218,1.24,0.04
1369,-216.8958,-272.8433,1.24,0.04
1370,-216.9584,-272.7437,1.24,0.04
1371,-216.8567,-272.7497,1.25,0.04
1372,-217.0344,-272.7828,1.24,0.05
1373,-216.8682,-272.6811,1.23,0.04
1374,-216.9335,-272.7213,1.24,0.04
1375,-217.0430,-272.8877,1.23,0.04
1376,-216.9568,-272.8902,1.23,0.04
1377,-216.8563,-272.8494,1.23,0.04
1378,-217.0048,-272.5883,1.23,0.04
1379,-216.8046,-272.7941,1.25,0.04
1380,-216.8545,-272.6480,1.24,0.04
1381,-216.8333,-272.6504,1.24,0.04
1382,-216.6081,-272.6471,1.24,0.04
1383,-216.7117,-272.5346,1.24,0.04
1384,-216.8015,-272.6832,1.25,0.04
1385,-216.7360,-272.6810,1.24,0.04
1386,-216.8948,-272.5946,1.25,0.04
1387,-216.8368,-272.5123,1.24,0.04
1388,-216.5593,-272.7360,1.26,0.04
1389,-216.6418,-272.4775,1.23,0.04
1390,-216.8868,-272.6180,1.24,0.04
1391,-216.8611,-272.7167,1.24,0.04
1392,-216.6827,-272.5100,1.24,0.04
1393,-216.6274,-272.5617,1.24,0.04
1394,-216.8192,-272.7415,1.24,0.04
1395,-216.5905,-272.5668,1.24,0.04
1396,-216.5676,-272.5851,1.24,0.05
1397,-216.6141,-272.5279,1.24,0.04
1398,-216.6259,-272.4887,1.24,0.04
1399,-216.6415,-272.5569,1.24,0.04
1400,-216.5224,-272.5229,1.24,0.04
1401,-216.5217,-272.6651,1.24,0.04
1402,-216.5860,-272.6747,1.25,0.04
1403,-216.6449,-272.5678,1.24,0.04
1404,-216.5588,-272.6092,1.24,0.04
1405,-216.7301,-272.6778,1.24,0.04
1406,-216.5198,-272.6768,1.24,0.04
1407,-216.8136,-272.5940,1.25,0.04
1408,-216.6600,-272.6684,1.24,0.04
1409,-216.5559,-272.7839,1.25,0.04
1410,-216.7204,-272.4893,1.24,0.04
1411,-216.6838,-272.5074,1.25,0.04
1412,-216.6581,-272.7607,1.24,0.04
1413,-216.4319,-272.5993,1.24,0.04
1414,-216.5738,-272.6881,1.24,0.04
1415,-216.4588,-272.5403,1.24,0.04
1416,-216.6339,-272.6731,1.23,0.04
1417,-216.6500,-272.4950,1.24,0.04
1418,-216.6770,-272.8291,1.24,0.04
1419,-216.6718,-272.5942,1.24,0.04
1420,-216.5421,-272.6603,1.25,0.04
1421,-216.4668,-272.6350,1.24,0.04
1422,-216.6713,-272.5536,1.24,0.04
1423,-216.7414,-272.5072,1.24,0.04
1424,-216.5047,-272.7992,1.24,0.05
1425,-216.5951,-272.4986,1.24,0.04
1426,-216.5398,-272.3877,1.24,0.05
1427,-216.4631,-272.3620,1.24,0.04
1428,-216.6234,-272.5481,1.24,0.04
1429,-216.3950,-272.4968,1.23,0.04
1430,-216.3559,-272.5038,1.24,0.04
1431,-216.3429,-272.3718,1.23,0.04
1432,-216.2444,-272.4462,1.24,0.04
1433,-216.2295,-272.3479,1.23,0.04
1434,-216.3791,-272.1628,1.24,0.04
1435,-216.1935,-272.4130,1.24,0.04
1436,-216.2906,-272.3736,1.23,0.04
1437,-216.2494,-272.4677,1.23,0.04
1438,-216.2335,-272.2161,1.24,0.04
1439,-216.1264,-272.3004,1.23,0.04
1440,-216.3519,-272.4755,1.23,0.04
1441,-216.1102,-272.3513,1.24,0.04
1442,-216.2443,-272.4435,1.23,0.04
1443,-216.1043,-272.5278,1.23,0.04
1444,-216.1677,-272.3005,1.23,0.04
1445,-216.3549,-272.2507,1.24,0.04
1446,-216.2156,-272.2867,1.24,0.04
1447,-216.1022,-272.3423,1.24,0.04
1448,-216.0632,-272.1291,1.24,0.04
1449,-216.0899,-272.1542,1.25,0.04
1450,-216.0760,-272.2980,1.24,0.04
1451,-216.0689,-272.3671,1.24,0.05
1452,-216.0925,-272.1997,1.24,0.04
1453,-216.0697,-272.0625,1.24,0.04
1454,-216.1789,-272.1810,1.24,0.04
1455,-216.1763,-272.2654,1.24,0.04
1456,-216.1635,-272.1880,1.24,0.04
1457,-216.1332,-272.2492,1.24,0.04
1458,-216.1966,-272.1947,1.24,0.04
1459,-216.2150,-272.3078,1.24,0.04
1460,-216.1564,-272.1682,1.24,0.04
1461,-216.2307,-272.2750,1.24,0.04
1462,-215.9461,-272.3372,1.24,0.04
1463,-216.0908,-272.2730,1.24,0.04
1464,-215.7644,-272.1305,1.24,0.04
1465,-216.0813,-272.2511,1.24,0.04
1466,-216.1943,-272.2323,1.24,0.04
1467,-216.0823,-272.3071,1.24,0.04
1468,-215.9610,-272.2282,1.24,0.04
1469,-216.0554,-272.0912,1.24,0.04
1470,-215.9923,-272.4132,1.25,0.04
1471,-216.0724,-272.3575,1.24,0.04
1472,-215.9721,-272.2616,1.24,0.04
1473,-216.0675,-272.2445,1.24,0.04
1474,-215.9237,-272.3120,1.24,0.04
1475,-215.8965,-272.1315,1.25,0.04
1476,-216.1233,-272.4173,1.24,0.04
1477,-216.2170,-272.5139,1.24,0.04
1478,-215.8493,-272.4644,1.24,0.04
1479,-216.0454,-272.4838,1.25,0.04
1480,-216.0952,-272.3908,1.24,0.04
1481,-216.0336,-272.2891,1.25,0.04
1482,-215.7778,-272.1495,1.25,0.04
1483,-215.9397,-272.1589,1.25,0.04
1484,-215.9780,-272.3041,1.25,0.04
1485,-216.1058,-272.1843,1.24,0.04
1486,-216.0872,-272.3157,1.24,0.04
1487,-216.0316,-272.1891,1.24,0.04
1488,-215.9363,-272.2040,1.24,0.04
1489,-216.0851,-272.4427,1.24,0.05
1490,-215.8691,-272.4334,1.24,0.04
1491,-215.9366,-272.3574,1.24,0.04
1492,-215.8805,-272.3687,1.24,0.04
1493,-216.0969,-272.5732,1.24,0.05
1494,-215.9770,-272.1598,1.25,0.04
1495,-216.0380,-272.2870,1.24,0.04
1496,-215.9042,-272.1998,1.24,0.05
1497,-215.7994,-272.2730,1.24,0.05
1498,-215.8161,-272.2735,1.25,0.04
1499,-215.7582,-272.3469,1.24,0.04
1500,-215.7677,-272.2939,1.24,0.04
1501,-215.7358,-272.3296,1.24,0.04
1502,-215.7537,-272.3799,1.24,0.04
1503,-215.6755,-272.2732,1.24,0.04
1504,-215.8992,-272.4593,1.24,0.04
1505,-215.8827,-272.1489,1.24,0.04
1506,-215.9286,-272.3061,1.24,0.04
1507,-216.1265,-272.2437,1.24,0.04
1508,-215.9208,-272.2237,1.25,0.04
1509,-215.7506,-272.3102,1.24,0.04
1510,-215.8092,-272.1957,1.24,0.04
1511,-215.8603,-272.2980,1.24,0.04
1512,-215.6707,-272.2513,1.24,0.04
1513,-215.7279,-272.2545,1.24,0.04
1514,-215.6327,-272.2556,1.24,0.04
1515,-215.9423,-272.2775,1.24,0.04
1516,-215.8290,-272.2530,1.24,0.04
1517,-215.8850,-272.2708,1.25,0.05
1518,-215.6306,-272.2291,1.25,0.04
1519,-215.8306,-272.0516,1.25,0.04
1520,-215.5913,-272.1738,1.25,0.04
1521,-215.5929,-272.2942,1.24,0.04
1522,-215.7433,-272.3095,1.24,0.04
1523,-215.7712,-272.1766,1.24,0.04
1524,-215.6963,-271.9920,1.24,0.04
1525,-215.6357,-272.1460,1.25,0.04
1526,-215.5391,-272.0986,1.24,0.04
1527,-215.5981,-272.3268,1.24,0.04
1528,-215.6662,-272.1967,1.24,0.04
1529,-215.5978,-272.3310,1.24,0.04
1530,-215.6317,-272.3086,1.24,0.04
1531,-215.7234,-272.5197,1.24,0.04
1532,-215.7641,-272.3043,1.24,0.04
1533,-215.6074,-272.3143,1.25,0.04
1534,-215.6898,-272.2265,1.24,0.04
1535,-215.8536,-272.4462,1.24,0.04
1536,-215.7564,-272.2079,1.25,0.04
1537,-215.8003,-272.0407,1.25,0.04
1538,-215.7970,-272.1553,1.25,0.04
1539,-215.8493,-272.2669,1.25,0.04
1540,-215.7364,-272.0287,1.25,0.04
1541,-215.6084,-272.2523,1.25,0.04
1542,-215.4786,-272.1762,1.25,0.05
1543,-215.5026,-272.4537,1.25,0.04
1544,-215.8458,-272.2721,1.25,0.04
1545,-215.7765,-272.2364,1.25,0.05
1546,-215.6975,-272.0831,1.25,0.04
1547,-215.6712,-272.2947,1.25,0.04
1548,-215.7759,-272.2907,1.25,0.04
1549,-215.5016,-272.2509,1.25,0.04
1550,-215.5155,-272.3654,1.25,0.05
1551,-215.5384,-272.2347,1.25,0.04
1552,-215.4108,-272.2839,1.25,0.04
1553,-215.7165,-272.0932,1.25,0.05
1554,-215.4440,-272.0940,1.25,0.04
1555,-215.4593,-272.0025,1.25,0.04
1556,-215.7047,-272.0652,1.25,0.04
1557,-215.5019,-272.1313,1.25,0.04
1558,-215.6273,-272.3709,1.25,0.04
1559,-215.4132,-272.0553,1.25,0.04
1560,-215.5576,-272.2831,1.25,0.04
1561,-215.4775,-272.0241,1.26,0.04
1562,-215.4547,-272.2238,1.25,0.04
1563,-215.5803,-272.1239,1.26,0.05
1564,-215.6074,-272.1214,1.25,0.04
1565,-215.6452,-272.0302,1.26,0.04
1566,-215.4926,-272.0170,1.26,0.04
1567,-215.6054,-272.3046,1.25,0.04
1568,-215.4383,-272.1688,1.26,0.04
1569,-215.6065,-272.2705,1.26,0.04
1570,-215.5428,-272.1891,1.25,0.05
1571,-215.5530,-272.1808,1.25,0.04
1572,-215.3376,-271.9583,1.25,0.04
1573,-215.5296,-271.9330,1.25,0.04
1574,-215.6609,-272.1629,1.25,0.04
1575,-215.4706,-272.1648,1.24,0.04
1576,-215.3700,-272.0508,1.23,0.04
1577,-215.6718,-272.0903,1.23,0.04
1578,-215.4382,-272.2385,1.23,0.04
1579,-215.5333,-272.2604,1.24,0.04
1580,-215.3403,-271.9879,1.24,0.04
1581,-215.5539,-272.0150,1.23,0.04
1582,-215.5689,-271.9782,1.23,0.04
1583,-215.5792,-272.0131,1.24,0.04
1584,-215.6348,-272.1841,1.25,0.04
1585,-215.4623,-272.1369,1.25,0.04
1586,-215.4931,-271.9745,1.24,0.04
1587,-215.4363,-272.1016,1.25,0.04
1588,-215.3651,-271.9370,1.25,0.04
1589,-215.4917,-271.9916,1.25,0.04
1590,-215.4910,-271.9821,1.25,0.04
1591,-215.2477,-272.0572,1.25,0.04
1592,-215.3028,-272.0210,1.25,0.04
1593,-215.1132,-271.8177,1.25,0.04
1594,-215.3259,-271.8360,1.25,0.04
1595,-215.2362,-271.8653,1.24,0.04
1596,-215.3525,-271.9845,1.25,0.04
1597,-215.0324,-271.9963,1.25,0.04
1598,-215.2018,-272.0016,1.25,0.04
1599,-215.0116,-271.9998,1.25,0.04
1600,-214.9658,-271.7442,1.25,0.04
1601,-215.0979,-271.7342,1.24,0.04
1602,-215.3138,-272.0921,1.25,0.04
1603,-215.1045,-271.9684,1.24,0.04
1604,-215.2294,-272.1127,1.23,0.04
1605,-215.0839,-272.0722,1.23,0.04
1606,-215.1632,-272.0449,1.24,0.04
1607,-215.0914,-271.7653,1.24,0.04
1608,-215.0743,-272.1971,1.24,0.04
1609,-214.9872,-271.9320,1.24,0.04
1610,-215.2236,-271.6943,1.24,0.04
1611,-215.3511,-271.6734,1.24,0.04
1612,-215.1531,-271.7363,1.24,0.04
1613,-215.1995,-271.6671,1.23,0.04
1614,-215.1382,-271.8551,1.25,0.04
1615,-215.0560,-271.6932,1.23,0.04
1616,-215.1766,-272.0252,1.23,0.04
1617,-215.0551,-272.1006,1.23,0.04
1618,-215.1403,-272.0255,1.23,0.04
1619,-215.0289,-271.9576,1.23,0.04
1620,-214.9204,-271.7385,1.23,0.04
1621,-215.0676,-271.7739,1.24,0.04
1622,-215.1138,-271.8853,1.23,0.04
1623,-215.0579,-271.7273,1.23,0.04
1624,-215.0972,-271.7169,1.23,0.04
1625,-214.9222,-271.8267,1.23,0.04
1626,-215.0695,-271.8149,1.24,0.04
1627,-214.9420,-271.8900,1.23,0.04
1628,-215.0509,-272.0326,1.24,0.04
1629,-215.1732,-271.7617,1.24,0.04
1630,-215.0053,-271.6977,1.24,0.04
1631,-215.0302,-271.9046,1.24,0.04
1632,-214.8565,-271.7694,1.23,0.04
1633,-214.9636,-271.6321,1.23,0.04
1634,-215.1844,-271.7888,1.25,0.04
1635,-215.0286,-271.5373,1.24,0.04
1636,-215.0258,-271.8428,1.24,0.04
1637,-215.0319,-271.7298,1.23,0.04
1638,-215.0240,-271.6664,1.23,0.04
1639,-214.9383,-271.6899,1.23,0.04
1640,-214.9704,-271.7836,1.24,0.04
1641,-214.9891,-271.5224,1.24,0.04
1642,-214.8742,-271.9124,1.25,0.04
1643,-214.8907,-271.6740,1.24,0.04
1644,-215.0525,-271.8860,1.23,0.04
1645,-214.8184,-271.9321,1.24,0.04
1646,-214.8481,-271.9249,1.24,0.04
1647,-214.9389,-271.9458,1.24,0.04
1648,-214.8082,-271.6504,1.24,0.04
1649,-214.7269,-271.8027,1.24,0.04
1650,-214.9386,-271.8300,1.24,0.05
1651,-214.9677,-272.0278,1.24,0.04
1652,-214.7351,-271.7650,1.24,0.04
1653,-214.9619,-271.8571,1.24,0.04
1654,-214.7227,-271.7830,1.24,0.04
1655,-214.9818,-271.9310,1.25,0.04
1656,-214.9245,-271.7064,1.24,0.04
1657,-214.8578,-271.6017,1.24,0.04
1658,-214.9056,-271.6557,1.24,0.04
1659,-214.9673,-271.5640,1.24,0.04
1660,-214.9600,-271.6383,1.25,0.04
1661,-214.7463,-271.5839,1.24,0.04
1662,-214.6638,-271.8306,1.25,0.04
1663,-214.7970,-271.3497,1.25,0.05
1664,-214.6317,-271.4853,1.25,0.04
1665,-214.4682,-271.6112,1.24,0.04
1666,-214.3277,-271.6161,1.24,0.05
1667,-214.5229,-271.3307,1.24,0.04
1668,-214.3202,-271.6131,1.25,0.04
1669,-214.4977,-271.4257,1.24,0.04
1670,-214.3147,-271.4234,1.24,0.04
1671,-214.4032,-271.2791,1.24,0.04
1672,-214.4924,-271.3071,1.24,0.04
1673,-214.3097,-271.3862,1.24,0.04
1674,-214.2505,-271.2578,1.24,0.04
1675,-214.1945,-271.0446,1.24,0.04
1676,-214.4614,-271.4146,1.24,0.04
1677,-214.0616,-271.2142,1.24,0.04
1678,-214.2676,-271.0228,1.23,0.04
1679,-214.5678,-271.1645,1.24,0.04
1680,-214.1918,-271.0408,1.23,0.04
1681,-214.2371,-271.3352,1.23,0.05
1682,-214.2220,-271.3102,1.23,0.04
1683,-214.2048,-271.1777,1.23,0.04
1684,-214.0510,-271.1145,1.23,0.04
1685,-214.2251,-271.3370,1.23,0.04
1686,-214.1693,-271.2028,1.23,0.04
1687,-214.3096,-271.0651,1.23,0.04
1688,-213.9645,-271.1861,1.23,0.04
1689,-214.2124,-271.2129,1.23,0.04
1690,-214.2182,-271.1721,1.23,0.04
1691,-214.0120,-271.1403,1.23,0.04
1692,-214.2169,-271.1451,1.23,0.04
1693,-214.1445,-271.2685,1.23,0.04
1694,-214.2832,-271.3316,1.23,0.04
1695,-214.1034,-271.1158,1.23,0.04
1696,-214.0606,-271.0683,1.25,0.04
1697,-214.1588,-271.2879,1.24,0.04
1698,-213.9892,-271.0150,1.24,0.04
1699,-213.9769,-271.3236,1.25,0.04
1700,-214.1873,-271.1794,1.24,0.04
1701,-214.1379,-271.2991,1.24,0.04
1702,-213.9954,-271.3210,1.24,0.04
1703,-213.9144,-271.2046,1.24,0.04
1704,-214.1636,-271.1224,1.25,0.05
1705,-214.1627,-271.2215,1.23,0.05
1706,-214.2477,-271.0830,1.24,0.04
1707,-214.2173,-271.1497,1.24,0.04
1708,-213.9219,-271.2180,1.24,0.04
1709,-214.0497,-271.0652,1.24,0.04
1710,-214.1772,-271.1038,1.24,0.04
1711,-214.2840,-270.9701,1.24,0.04
1712,-214.1891,-271.2489,1.25,0.04
1713,-213.9588,-271.1859,1.24,0.04
1714,-214.1053,-271.2389,1.24,0.04
1715,-214.2132,-271.2938,1.24,0.04
1716,-214.2664,-271.1483,1.24,0.04
1717,-214.1893,-271.3310,1.24,0.04
1718,-214.0814,-271.2779,1.24,0.04
1719,-214.0456,-271.2538,1.24,0.04
1720,-214.0281,-271.1930,1.24,0.04
1721,-213.8416,-271.2012,1.24,0.04
1722,-214.1022,-271.1471,1.24,0.04
1723,-214.0314,-271.2839,1.24,0.04
1724,-214.0976,-271.1341,1.24,0.04
1725,-214.0749,-271.0531,1.25,0.04
1726,-213.9241,-271.2705,1.25,0.04
1727,-213.8880,-271.1006,1.25,0.04
1728,-213.8350,-271.0939,1.24,0.04
1729,-214.0063,-271.0181,1.25,0.04
1730,-213.8839,-271.2343,1.25,0.04
1731,-213.9364,-271.2088,1.25,0.04
1732,-213.8361,-271.2002,1.25,0.04
1733,-214.0045,-270.9230,1.25,0.04
1734,-213.8599,-271.1265,1.24,0.04
1735,-213.7877,-271.2208,1.23,0.04
1736,-213.9900,-270.9711,1.24,0.04
1737,-213.9195,-271.0628,1.24,0.04
1738,-213.9622,-271.0521,1.25,0.04
1739,-213.8666,-270.9641,1.24,0.04
1740,-213.7685,-270.9167,1.24,0.04
1741,-213.8697,-271.0625,1.25,0.04
1742,-213.8618,-270.9411,1.25,0.04
1743,-213.8125,-270.9481,1.24,0.04
1744,-213.9335,-271.0477,1.24,0.05
1745,-213.9290,-271.2588,1.25,0.04
1746,-214.0046,-271.1579,1.24,0.04
1747,-213.8096,-270.9489,1.25,0.04
1748,-213.9661,-271.1355,1.25,0.05
1749,-213.9913,-270.8914,1.25,0.04
1750,-213.8119,-270.8491,1.25,0.04
1751,-213.8109,-271.1558,1.24,0.04
1752,-213.7399,-270.9406,1.23,0.04
1753,-213.8772,-270.9631,1.23,0.04
1754,-213.7768,-270.9298,1.24,0.04
1755,-213.8234,-271.1522,1.24,0.04
1756,-213.9060,-271.0042,1.24,0.04
1757,-213.8427,-270.9767,1.24,0.04
1758,-213.6674,-271.2005,1.24,0.04
1759,-213.6146,-271.1231,1.23,0.04
1760,-213.8395,-271.1730,1.24,0.04
1761,-213.8026,-270.9457,1.25,0.05
1762,-213.9239,-270.9674,1.24,0.04
1763,-213.7417,-271.1405,1.24,0.04
1764,-213.9619,-270.9868,1.24,0.04
1765,-213.7897,-271.1476,1.24,0.05
1766,-213.7319,-271.2854,1.24,0.04
1767,-213.8434,-271.2583,1.24,0.04
1768,-213.8852,-271.0979,1.26,0.04
1769,-213.7934,-271.1702,1.25,0.04
1770,-213.8715,-271.1198,1.25,0.04
1771,-213.8926,-270.9831,1.25,0.04
1772,-213.7609,-271.0565,1.25,0.04
1773,-213.6198,-271.0197,1.25,0.04
1774,-213.5628,-271.0210,1.25,0.04
1775,-213.7260,-271.0851,1.26,0.04
1776,-213.7235,-270.8589,1.25,0.04
1777,-213.7020,-271.0407,1.25,0.04
1778,-213.6488,-270.9350,1.25,0.04
1779,-213.7613,-271.0953,1.25,0.04
1780,-213.6213,-270.9817,1.26,0.04
1781,-213.5628,-271.2240,1.25,0.04
1782,-213.4692,-270.7753,1.26,0.05
1783,-213.5756,-271.0204,1.25,0.04
1784,-213.8193,-271.0865,1.25,0.04
1785,-213.7307,-271.0775,1.25,0.04
1786,-213.4293,-270.8906,1.24,0.04
1787,-213.8822,-271.0505,1.24,0.04
1788,-213.6395,-271.1176,1.24,0.04
1789,-213.8549,-270.9564,1.24,0.04
1790,-213.7038,-271.1058,1.24,0.04
1791,-213.6847,-271.0671,1.24,0.04
1792,-213.6344,-270.9368,1.24,0.04
1793,-213.7357,-271.1515,1.24,0.04
1794,-213.5956,-271.1467,1.26,0.04
1795,-213.5910,-271.1256,1.25,0.04
1796,-213.4678,-271.0966,1.25,0.04
1797,-213.5669,-270.8235,1.25,0.04
1798,-213.4210,-270.7899,1.25,0.05
1799,-213.5757,-270.8460,1.26,0.04
1800,-213.5347,-270.7479,1.24,0.04
1801,-213.9571,-271.0326,1.25,0.04
1802,-213.4577,-270.9427,1.24,0.04
1803,-213.3192,-270.8568,1.25,0.04
1804,-213.3144,-271.0070,1.25,0.05
1805,-213.1983,-270.8100,1.26,0.04
1806,-213.6071,-270.8915,1.25,0.04
1807,-213.5117,-270.5771,1.25,0.04
1808,-213.4972,-270.8205,1.25,0.04
1809,-213.3284,-270.8752,1.24,0.04
1810,-213.3098,-270.5851,1.24,0.04
1811,-213.4591,-270.8163,1.24,0.04
1812,-213.2927,-270.6470,1.24,0.04
1813,-213.4024,-270.7267,1.24,0.04
1814,-213.2928,-270.4652,1.24,0.04
1815,-213.3143,-270.7672,1.26,0.04
1816,-213.2882,-270.6584,1.25,0.04
1817,-213.2456,-270.7354,1.24,0.05
1818,-213.3063,-270.7417,1.24,0.04
1819,-213.2133,-270.6140,1.25,0.04
1820,-213.2764,-270.6545,1.26,0.04
1821,-213.3440,-270.6314,1.25,0.04
1822,-213.4692,-270.6394,1.25,0.04
1823,-213.0967,-270.6007,1.25,0.04
1824,-213.3970,-270.6224,1.25,0.04
1825,-213.1842,-270.7579,1.25,0.04
1826,-213.1101,-270.7020,1.25,0.04
1827,-213.4273,-270.5936,1.25,0.04
1828,-213.3790,-270.5027,1.25,0.04
1829,-213.1814,-270.7719,1.25,0.04
1830,-213.1380,-270.6205,1.25,0.04
1831,-213.2640,-270.7540,1.25,0.04
1832,-213.2730,-270.7265,1.25,0.04
1833,-213.0599,-270.4916,1.25,0.04
1834,-213.2728,-270.5655,1.25,0.05
1835,-213.3895,-270.6885,1.25,0.04
1836,-213.2869,-270.4868,1.25,0.04
1837,-213.2505,-270.4742,1.24,0.04
1838,-213.0047,-270.6675,1.24,0.04
1839,-213.0567,-270.4508,1.24,0.05
1840,-213.0604,-270.7792,1.24,0.04
1841,-213.2422,-270.5957,1.26,0.04
1842,-213.1235,-270.6088,1.24,0.04
1843,-213.0288,-270.4751,1.24,0.04
1844,-212.9549,-270.6658,1.24,0.04
1845,-213.1470,-270.4602,1.24,0.04
1846,-213.2710,-270.5342,1.24,0.04
1847,-213.1946,-270.7161,1.24,0.04
1848,-213.1183,-270.6931,1.24,0.04
1849,-213.0587,-270.4300,1.24,0.04
1850,-212.9230,-270.6329,1.25,0.04
1851,-212.9282,-270.4901,1.24,0.04
1852,-212.8811,-270.4287,1.25,0.04
1853,-212.8884,-270.7279,1.25,0.04
1854,-212.9525,-270.6868,1.24,0.05
1855,-213.2540,-270.5974,1.25,0.04
1856,-213.2763,-270.6204,1.25,0.04
1857,-212.9994,-270.6470,1.25,0.04
1858,-213.0244,-270.6616,1.24,0.04
1859,-212.9329,-270.8077,1.25,0.04
1860,-213.2719,-270.6348,1.24,0.05
1861,-213.1002,-270.6994,1.24,0.04
1862,-212.8844,-270.6293,1.24,0.04
1863,-213.0281,-270.3558,1.23,0.04
